solution_id,ra,dec,parallax,phot_g_mean_mag,teff_gspphot
1636148068921376768,289.1058331921315,47.759161962822354,0.535633382861994,17.906101,4355.5103
1636148068921376768,289.1060988250689,47.76504584981479,0.13051614820645027,18.60825,5561.544
1636148068921376768,289.11746572502926,47.770686521976586,0.16488687787227693,18.967491,5029.5625
1636148068921376768,289.10843478239633,47.771711116307145,0.21095497451089446,18.385626,5564.87
1636148068921376768,289.109542391599,47.77585978717198,0.3482279863130242,16.804096,5253.8027
1636148068921376768,289.1142506644084,47.77312551057884,0.32529835627741566,17.015009,5512.771
1636148068921376768,289.11058279647267,47.77768484673897,0.41013904682023977,18.016289,4768.1978
1636148068921376768,289.11479152745915,47.78020401564703,2.204547779719591,11.968133,5996.5625
1636148068921376768,289.08622319604916,47.77583944411485,0.252855018223846,16.906862,5130.225
1636148068921376768,289.1012934450807,47.77754333375619,0.2655898210742988,17.911697,4840.1655
1636148068921376768,289.1040483617418,47.785531975791834,1.5520374723178438,17.860037,3694.8325
1636148068921376768,289.0890962262446,47.79649776809859,0.3288179980589503,16.684816,5347.618
1636148068921376768,289.09933327376456,47.78880881302943,0.3268486787968252,17.652044,5479.527
1636148068921376768,289.11581854414953,47.78532372432721,1.368651117544273,18.068666,3675.93
1636148068921376768,289.1332386985202,47.79207814341177,0.37968684077928655,17.22188,5741.764
1636148068921376768,289.0970146575529,47.79890247696871,0.5030007818478618,18.055614,4512.756
1636148068921376768,289.1000012179698,47.80489821338576,0.42279841378688676,18.043379,5113.576
1636148068921376768,289.1037101570142,47.81552015890954,0.3158457734688237,17.892448,4927.8228
1636148068921376768,289.1007308763347,47.815099114833515,0.36050163421062054,16.742046,5348.9014
1636148068921376768,289.07111776083536,47.78298355645005,1.2328743790523298,13.225455,5004.2104
1636148068921376768,289.06428447268456,47.79932033861554,0.2789179776128212,18.952291,4987.894
1636148068921376768,289.08400031039486,47.79853629941303,0.39140867988770983,18.306873,4601.794
1636148068921376768,289.07314058120994,47.806341865249955,0.3372599945933303,17.564095,4945.7397
1636148068921376768,289.04573822364637,47.79287151252597,0.5358834448736265,18.098778,5192.2847
1636148068921376768,289.04059832306245,47.79879267396336,0.6577670134438589,18.93088,3617.2275
1636148068921376768,289.04974176101194,47.812885480650415,2.104073391599518,18.697165,3325.203
1636148068921376768,289.06092101574643,47.80212409167636,0.2895406726602359,16.013885,5977.6274
