pl_name,hostname,ra,dec,sy_dist,X,Y,Z
K2-114 b,K2-114,127.882912,11.922255,475.758,-285.8373348446636,367.4002270206413,98.284107352516
K2-115 b,K2-115,126.5535002,12.281851,413.591,-240.6860783727661,324.6341700108212,87.97944430333663
K2-116 b,K2-116,336.1523363,-11.5793181,49.3855,44.24985317335314,-19.560498490446953,-9.912870582828745
K2-117 b,K2-117,133.8557342,10.4692176,101.632,-69.24299127847308,72.0654668235462,18.467270353619295
K2-117 c,K2-117,133.8557342,10.4692176,101.632,-69.24299127847308,72.0654668235462,18.467270353619295
K2-118 b,K2-118,132.1268608,15.6558964,321.722,-207.7965391738919,229.75636251519285,86.81968368486747
K2-119 b,K2-119,132.0098683,16.9017663,365.581,-234.09968864094645,259.9040080253904,106.28598191459564
K2-12 b,K2-12,173.1919022,2.2446794,326.381,-323.8309369481293,38.6609210297749,12.783372850160259
K2-120 b,K2-120,132.142853,17.1905813,,,,
K2-121 b,K2-121,126.9366624,17.5793267,169.398,-97.04271249119623,129.07665807869077,51.16259078259993
K2-122 b,K2-122,126.4762179,20.3593384,72.0444,-40.15400561926084,54.31215715356249,25.064735973376976
K2-123 b,K2-123,134.4441404,21.4532748,161.555,-105.28540375008389,107.34835190597612,59.087503968711864
K2-124 b,K2-124,133.6410515,23.1329509,140.385,-89.09508071015951,93.42492509652517,55.15249938995349
K2-125 b,K2-125,204.1418754,-14.9478195,124.156,-109.46292411753518,-49.06117434573096,-32.02470532973766
K2-126 b,K2-126,203.5467021,-13.5769705,102.953,-91.74316785493984,-39.98001470749856,-24.16836330678048
K2-127 b,K2-127,207.0782895,-11.5889878,709.999,-619.2851624088887,-316.6081776462248,-142.63144628283356
K2-128 b,K2-128,204.4376666,-8.5970858,114.637,-103.19421958569924,-46.89279863938847,-17.13651799124468
K2-129 b,K2-129,289.1485491,-25.6463233,27.7957,8.21927311831291,-23.670957744355256,-12.030388495868568
K2-13 b,K2-13,170.1554763,2.5027534,342.394,-337.0305703708428,58.4850396954278,14.951454890031727
K2-130 b,K2-130,290.2705419,-19.6908744,118.011,38.494511633975655,-104.2288465805941,-39.76325232599427
K2-131 b,K2-131,182.751404,-9.7652392,152.509,-150.12603084536343,-7.214757612110198,-25.86730013386556
K2-132 b,K2-132,182.1662666,-8.7472172,609.818,-602.2944035999647,-22.78269555958332,-92.7383054578971
K2-133 b,K2-133,70.1493775,25.0098135,75.1703,23.132120372798184,64.07425370428479,31.780009776388066
K2-133 c,K2-133,70.1493775,25.0098135,75.1703,23.132120372798184,64.07425370428479,31.780009776388066
K2-133 d,K2-133,70.1493775,25.0098135,75.1703,23.132120372798184,64.07425370428479,31.780009776388066
K2-133 e,K2-133,70.1493775,25.0098135,75.1703,23.132120372798184,64.07425370428479,31.780009776388066
K2-136 b,K2-136,67.4128615,22.8825674,59.2474,20.965390788804438,50.398000712081995,23.03797560676062
K2-136 c,K2-136,67.4128615,22.8825674,59.2474,20.965390788804438,50.398000712081995,23.03797560676062
K2-136 d,K2-136,67.4128615,22.8825674,59.2474,20.965390788804438,50.398000712081995,23.03797560676062
K2-137 b,K2-137,186.870426,-6.1952168,98.8765,-97.59319500254935,-11.758965706200943,-10.670392071745182
K2-138 b,K2-138,348.9490311,-10.8497391,202.585,195.27426216423598,-38.13777724668413,-38.133380493939256
K2-138 c,K2-138,348.9490311,-10.8497391,202.585,195.27426216423598,-38.13777724668413,-38.133380493939256
K2-138 d,K2-138,348.9490311,-10.8497391,202.585,195.27426216423598,-38.13777724668413,-38.133380493939256
K2-138 e,K2-138,348.9490311,-10.8497391,202.585,195.27426216423598,-38.13777724668413,-38.133380493939256
K2-138 f,K2-138,348.9490311,-10.8497391,202.585,195.27426216423598,-38.13777724668413,-38.133380493939256
K2-138 g,K2-138,348.9490311,-10.8497391,202.585,195.27426216423598,-38.13777724668413,-38.133380493939256
K2-139 b,K2-139,289.066707,-17.9107147,153.856,47.82419628842967,-138.36801473072435,-47.3160383468839
K2-14 b,K2-14,178.0568745,2.5941222,364.048,-363.46580897321843,12.331284814276758,16.476996882717444
K2-140 b,K2-140,188.1373172,-9.6076115,347.917,-339.58326444344783,-48.5555296654495,-58.0672535758235
K2-141 b,K2-141,350.9170464,-1.1891827,61.8736,61.08459637911898,-9.765528117533943,-1.2841038687654986
K2-141 c,K2-141,350.9170464,-1.1891827,61.8736,61.08459637911898,-9.765528117533943,-1.2841038687654986
K2-146 b,K2-146,130.0266951,19.0923416,79.3002,-48.196026853821536,57.383470108581605,25.93842851529822
K2-146 c,K2-146,130.0266951,19.0923416,79.3002,-48.196026853821536,57.383470108581605,25.93842851529822
K2-147 b,K2-147,293.8330329,-28.498475,90.5494,32.15510289689566,-72.7916877808909,-43.20432140491682
K2-148 b,K2-148,14.5176494,-0.193258,124.458,120.48342884970369,31.198732492144444,-0.41979459500631844
K2-148 c,K2-148,14.5176494,-0.193258,124.458,120.48342884970369,31.198732492144444,-0.41979459500631844
K2-148 d,K2-148,14.5176494,-0.193258,124.458,120.48342884970369,31.198732492144444,-0.41979459500631844
K2-149 b,K2-149,9.8217519,7.2769939,123.676,120.88174444318643,20.927166976159402,15.665583893494341
K2-15 b,K2-15,178.1105741,4.2546649,493.992,-492.362796674899,16.24238977098793,36.64911034390002
K2-150 b,K2-150,18.3443908,8.9874328,102.483,96.08072953180746,31.858266308484836,16.009671122584727
K2-151 b,K2-151,19.3047733,9.5012663,69.4798,64.67365195780613,22.6544396983285,11.468989163625473
K2-152 b,K2-152,181.6324078,-5.8274311,108.449,-107.84477337082832,-3.073425309401038,-11.011108684515508
K2-153 b,K2-153,183.8088709,2.0208765,143.125,-142.7200440903335,-9.501649412614677,5.047107913748867
K2-154 b,K2-154,189.0015173,-2.6696217,129.356,-127.62421734731589,-20.217154762889056,-6.024992595718566
K2-154 c,K2-154,189.0015173,-2.6696217,129.356,-127.62421734731589,-20.217154762889056,-6.024992595718566
K2-155 b,K2-155,65.469614,21.3532633,72.7998,28.149881314215673,61.68256713889721,26.50765876479872
K2-155 c,K2-155,65.469614,21.3532633,72.7998,28.149881314215673,61.68256713889721,26.50765876479872
K2-155 d,K2-155,65.469614,21.3532633,72.7998,28.149881314215673,61.68256713889721,26.50765876479872
K2-156 b,K2-156,182.699673,-6.2943552,150.21,-149.13879179978116,-7.032353822253979,-16.468481418156387
K2-157 b,K2-157,183.7514959,-5.7820178,298.373,-296.21889410293585,-19.422979103597545,-30.059304519147585
K2-158 b,K2-158,179.9397081,-5.7216879,197.299,-196.3159286783115,0.20658179031179927,-19.66999929171396
K2-158 c,K2-158,179.9397081,-5.7216879,197.299,-196.3159286783115,0.20658179031179927,-19.66999929171396
K2-159 b,K2-159,180.5408896,-3.5809053,170.998,-170.6565386365609,-1.6110975345223844,-10.680177401253415
K2-16 b,K2-16,175.0972238,4.5574311,334.967,-332.68618067185247,28.537505168881143,26.615917750692734
K2-16 c,K2-16,175.0972238,4.5574311,334.967,-332.68618067185247,28.537505168881143,26.615917750692734
K2-160 b,K2-160,184.0545174,-3.5530888,315.363,-313.96904495919614,-22.25507931468021,-19.544104510249365
K2-161 b,K2-161,183.7938491,-3.4956913,916.319,-912.6097784185101,-60.517071275477235,-55.871156960963
K2-162 b,K2-162,186.0383865,-1.111479,124.433,-123.71931838815848,-13.087234252445384,-2.4137204044984353
K2-163 b,K2-163,182.3292517,-0.5393421,208.529,-208.3474771609291,-8.474642297973725,-1.9629160953868685
K2-164 b,K2-164,171.933659,-0.0628488,375.67,-371.95299521032507,52.71383542040235,-0.4120792868489839
K2-165 b,K2-165,184.9004881,0.968327,134.591,-134.0798611439397,-11.495849529200934,2.2745461577695223
K2-165 c,K2-165,184.9004881,0.968327,134.591,-134.0798611439397,-11.495849529200934,2.2745461577695223
K2-165 d,K2-165,184.9004881,0.968327,134.591,-134.0798611439397,-11.495849529200934,2.2745461577695223
K2-166 b,K2-166,185.1880932,2.2823788,476.882,-474.5515501805709,-43.088141449854284,18.991582651649292
K2-167 b,K2-167,336.5761233,-18.011665,80.8994,70.59453898409092,-30.583918921649325,-25.01495331552007
K2-168 b,K2-168,333.1100738,-16.3418863,243.935,208.77057420079018,-105.86920768950067,-68.63557704332159
K2-169 b,K2-169,337.0442461,-14.5993376,235.867,210.17528154657444,-89.02262687804912,-59.45220449697218
K2-17 b,K2-17,178.3296746,6.4123178,125.106,-124.27050221828378,3.6238445799368675,13.972160351069078
K2-170 b,K2-170,335.4506923,-14.5933554,392.872,345.82902392843323,-157.9629317833126,-98.98690203823763
K2-170 c,K2-170,335.4506923,-14.5933554,392.872,345.82902392843323,-157.9629317833126,-98.98690203823763
K2-171 b,K2-171,332.3407712,-13.4288624,606.128,522.1838823272849,-273.67884073915707,-140.7658962720565
K2-172 b,K2-172,335.3081368,-12.5569819,249.742,221.47990215473092,-101.83126846528633,-54.29652169597592
K2-172 c,K2-172,335.3081368,-12.5569819,249.742,221.47990215473092,-101.83126846528633,-54.29652169597592
K2-173 b,K2-173,60.3752402,15.6251296,228.641,108.84450800621461,191.4083431040521,61.58267733743434
K2-174 b,K2-174,60.7929729,16.347166,99.9293,46.79090893091524,83.69836731447704,28.12577374579548
K2-175 b,K2-175,52.5035514,17.5841081,247.266,143.48100905331168,187.01209157254647,74.70041768762057
K2-176 b,K2-176,58.2691796,17.9069486,247.302,123.76271003863768,200.14800917257557,76.03844575046689
K2-177 b,K2-177,55.2296156,20.7360891,492.167,262.4955016613681,378.0984059153174,174.258609373662
K2-178 b,K2-178,52.8888524,22.4348186,214.753,119.76714363184182,158.29652528436932,81.95664950548432
K2-179 b,K2-179,58.7967878,23.7567524,190.81,90.4774018763308,149.37704696435225,76.86867821108048
K2-18 b,K2-18,172.560141,7.5878315,38.0266,-37.37629368622838,4.880775581469527,5.02125557646045
K2-18 c,K2-18,172.560141,7.5878315,38.0266,-37.37629368622838,4.880775581469527,5.02125557646045
K2-180 b,K2-180,126.4643579,10.246577,203.896,-119.24734358566772,161.3633715381907,36.26999020663672
K2-181 b,K2-181,127.5541103,10.9101444,360.911,-216.0029361446134,280.9507273559102,68.30937194917729
K2-182 b,K2-182,130.180046,10.9829509,154.83,-98.06533719801757,116.12666554518036,29.49773024483309
K2-183 b,K2-183,125.007177,14.0194586,329.041,-183.1413103892659,261.48317915576035,79.71064626823136
K2-183 c,K2-183,125.007177,14.0194586,329.041,-183.1413103892659,261.48317915576035,79.71064626823136
K2-183 d,K2-183,125.007177,14.0194586,329.041,-183.1413103892659,261.48317915576035,79.71064626823136
K2-184 b,K2-184,129.1405227,14.4618826,75.5857,-46.199758409490826,56.76671223948619,18.876460179653687
K2-185 b,K2-185,130.2596625,14.6902225,268.357,-167.75730220755653,198.09517542395142,68.0534237110559
K2-185 c,K2-185,130.2596625,14.6902225,268.357,-167.75730220755653,198.09517542395142,68.0534237110559
K2-186 b,K2-186,135.3350487,18.8252879,330.739,-222.64812523733062,220.059274352919,106.72400957876657
K2-187 b,K2-187,132.5235618,23.1924709,330.916,-205.588990610795,224.17586299043344,130.32171134591826
K2-187 c,K2-187,132.5235618,23.1924709,330.916,-205.588990610795,224.17586299043344,130.32171134591826
K2-187 d,K2-187,132.5235618,23.1924709,330.916,-205.588990610795,224.17586299043344,130.32171134591826
K2-187 e,K2-187,132.5235618,23.1924709,330.916,-205.588990610795,224.17586299043344,130.32171134591826
K2-188 b,K2-188,129.8137008,23.3574367,446.821,-262.65075330982137,315.0899866068158,177.149338601362
K2-188 c,K2-188,129.8137008,23.3574367,446.821,-262.65075330982137,315.0899866068158,177.149338601362
K2-189 b,K2-189,203.6214411,-15.0365158,242.113,-214.23183399292682,-93.69107397884783,-62.81248864451333
K2-189 c,K2-189,203.6214411,-15.0365158,242.113,-214.23183399292682,-93.69107397884783,-62.81248864451333
K2-19 b,K2-19,174.9602543,0.603596,289.827,-288.6905082650977,25.458954564337805,3.053194905431693
K2-19 c,K2-19,174.9602543,0.603596,289.827,-288.6905082650977,25.458954564337805,3.053194905431693
K2-19 d,K2-19,174.9602543,0.603596,289.827,-288.6905082650977,25.458954564337805,3.053194905431693
K2-190 b,K2-190,205.3630485,-13.1608686,160.679,-141.37792394915812,-67.01947213846513,-36.58434111894812
K2-190 c,K2-190,205.3630485,-13.1608686,160.679,-141.37792394915812,-67.01947213846513,-36.58434111894812
K2-191 b,K2-191,201.6391407,-12.8066737,287.188,-260.3076357801121,-103.26884028162111,-63.658689316208175
K2-192 b,K2-192,206.5823122,-11.5563527,221.753,-194.29187467530357,-97.21911423382855,-44.4241406416142
K2-193 b,K2-193,205.2371043,-11.0093342,411.923,-365.74801739457513,-172.39734380497143,-78.66448722217699
K2-194 b,K2-194,204.6089755,-8.9271609,629.51,-565.3991703914571,-258.9670952339604,-97.68654875025948
K2-195 b,K2-195,199.8315191,-8.5095364,315.014,-293.06962475100903,-105.69371137401642,-46.61388870593068
K2-195 c,K2-195,199.8315191,-8.5095364,315.014,-293.06962475100903,-105.69371137401642,-46.61388870593068
K2-196 b,K2-196,200.4562487,-8.4717104,584.877,-542.0149508715289,-202.17947895173143,-86.16470537024152
K2-197 b,K2-197,202.3934779,-7.3739779,247.637,-227.06892458782863,-93.56081957722348,-31.78301898129311
K2-198 b,K2-198,198.8436817,-6.4649888,110.567,-103.97554465379162,-35.48464216337114,-12.449408559641968
K2-198 c,K2-198,198.8436817,-6.4649888,110.567,-103.97554465379162,-35.48464216337114,-12.449408559641968
K2-198 d,K2-198,198.8436817,-6.4649888,110.567,-103.97554465379162,-35.48464216337114,-12.449408559641968
K2-199 b,K2-199,208.9014508,-6.1360833,107.518,-93.58760986840569,-51.666228198259375,-11.492626631213708
K2-199 c,K2-199,208.9014508,-6.1360833,107.518,-93.58760986840569,-51.666228198259375,-11.492626631213708
K2-200 b,K2-200,202.251206,-4.6100532,184.131,-169.86788919445644,-69.49896225059804,-14.79931173094965
K2-201 b,K2-201,293.5607117,-23.1312775,197.932,72.75701567432027,-166.84598885624732,-77.75544544755503
K2-201 c,K2-201,293.5607117,-23.1312775,197.932,72.75701567432027,-166.84598885624732,-77.75544544755503
K2-2016-BLG-0005L b,K2-2016-BLG-0005L,269.8798333,-27.6074722,5200.0,-9.664255717069064,-4607.9342516775505,-2409.7403458419108
K2-2016-BLG-0005L b,K2-2016-BLG-0005L,269.8798333,-27.6074722,5260.0,-9.775766359958322,-4661.1027238122915,-2437.545042140087
K2-202 b,K2-202,283.2643203,-22.4070553,300.397,63.720350977582314,-270.3078132308826,-114.50659625817211
K2-203 b,K2-203,12.7736909,-1.1958844,166.147,161.99973131899588,36.72721732469745,-3.467588377760969
K2-204 b,K2-204,17.3825067,-0.5177539,577.235,550.8511013692433,172.44158850959772,-5.216119014959781
K2-205 b,K2-205,15.2175909,0.425966,405.301,391.07869815555307,106.38267320641422,3.0131862562833254
K2-206 b,K2-206,11.2564264,0.5931866,244.443,239.7278976724516,47.71279646544132,2.5306876523886874
K2-207 b,K2-207,11.6996481,0.6406182,363.064,355.4987806534582,73.61798123701035,4.059296551326551
K2-208 b,K2-208,20.7789809,0.8890076,256.887,240.14910171648842,91.12328843125472,3.985726939724683
K2-209 b,K2-209,14.6903464,1.382807,76.4986,73.97634860947247,19.394010441493613,1.8460789162540545
K2-21 b,K2-21,340.3037846,-14.4893256,83.6448,76.2462454067247,-27.294426382164072,-20.927898052268407
K2-21 c,K2-21,340.3037846,-14.4893256,83.6448,76.2462454067247,-27.294426382164072,-20.927898052268407
K2-210 b,K2-210,17.6412694,1.5784137,176.51,168.1453737877012,53.472185172800856,4.861973533447083
K2-211 b,K2-211,21.1061587,1.7049101,272.297,253.91745497228263,98.0099501628767,8.101354113309888
K2-212 b,K2-212,18.4241015,3.0970732,109.218,103.46848547148946,34.467731187172426,5.900808846674993
K2-213 b,K2-213,13.1403998,3.5077702,389.702,378.78702253552177,88.42809736487615,23.843488819845824
K2-214 b,K2-214,14.8759777,4.2277722,300.64,289.7730258425175,76.97256100104634,22.163662761643522
K2-215 b,K2-215,18.4700795,6.1238647,403.964,380.96906197802736,127.24928447127485,43.094161009707086
K2-216 b,K2-216,11.4802354,6.3470302,115.461,112.45746640000013,22.839334177277998,12.764230734026476
K2-217 b,K2-217,11.2983678,6.4815879,381.878,372.08370549433437,74.33863818649493,43.10788631077685
K2-218 b,K2-218,12.809613,6.8464327,394.083,381.5349504034277,86.74993410524597,46.97809534654915
K2-219 b,K2-219,12.8452963,8.8675474,325.4,313.4644466519416,71.47802885698273,50.16066263430303
K2-219 c,K2-219,12.8452963,8.8675474,325.4,313.4644466519416,71.47802885698273,50.16066263430303
K2-219 d,K2-219,12.8452963,8.8675474,325.4,313.4644466519416,71.47802885698273,50.16066263430303
K2-22 b,K2-22,169.4827046,2.6190363,243.836,-239.4890977202114,44.461460699972136,11.142059126744032
K2-220 b,K2-220,12.7700071,9.5167694,233.514,224.60377537771868,50.905097166429016,38.60833283828397
K2-221 b,K2-221,16.6550286,10.1897385,318.81,300.6176672589261,89.9324904529362,56.40018965157952
K2-222 b,K2-222,16.4625203,11.7537171,101.321,95.12999728725369,28.11111324239444,20.639621348280127
K2-223 b,K2-223,185.306183,-10.2820915,198.604,-194.57718847262493,-18.071558483019906,-35.449757630813025
K2-223 c,K2-223,185.306183,-10.2820915,198.604,-194.57718847262493,-18.071558483019906,-35.449757630813025
K2-224 b,K2-224,189.7041426,-10.0605942,275.255,-267.14457262609045,-45.68373774018949,-48.0841808447338
K2-224 c,K2-224,189.7041426,-10.0605942,275.255,-267.14457262609045,-45.68373774018949,-48.0841808447338
K2-225 b,K2-225,186.5410958,-9.6248232,357.778,-350.44560032629676,-40.18287604942472,-59.819018450138906
K2-226 b,K2-226,183.6456643,-9.5626286,211.265,-207.9078068924637,-13.246815692902429,-35.09652307799579
K2-227 b,K2-227,190.9484237,-8.4784159,187.234,-181.81712143745114,-35.17184652299173,-27.60518647577405
K2-228 b,K2-228,187.2947047,-6.8342028,129.46,-127.49976081255357,-16.32111923958538,-15.40531270402724
K2-229 b,K2-229,186.8729195,-6.7218474,102.564,-101.12702692836633,-12.189220668802879,-12.005058105511088
K2-229 c,K2-229,186.8729195,-6.7218474,102.564,-101.12702692836633,-12.189220668802879,-12.005058105511088
K2-230 b,K2-230,191.363117,-6.576051,540.773,-526.684725748626,-105.84548791703483,-61.930363148454106
K2-231 b,K2-231,289.0918242,-15.7712178,321.215,101.10881360130719,-292.11963610840365,-87.30522456892221
K2-232 b,K2-232,73.7667927,18.654323,130.72,34.62272783869461,118.91491903742758,41.81180631507949
K2-233 b,K2-233,230.4799011,-20.2317975,67.5062,-40.307069722863105,-48.86145339371288,-23.344925381124646
K2-233 c,K2-233,230.4799011,-20.2317975,67.5062,-40.307069722863105,-48.86145339371288,-23.344925381124646
K2-233 d,K2-233,230.4799011,-20.2317975,67.5062,-40.307069722863105,-48.86145339371288,-23.344925381124646
K2-237 b,K2-237,253.7688479,-28.7105836,314.995,-77.22074621619662,-265.2571506694893,-151.31903514600407
K2-238 b,K2-238,347.7043164,-7.8575592,537.963,520.687926676028,-113.487237351583,-73.54535567338452
K2-239 b,K2-239,160.5941265,4.4413751,31.0849,-29.230881332064175,10.297186513671294,2.407183928047062
K2-239 c,K2-239,160.5941265,4.4413751,31.0849,-29.230881332064175,10.297186513671294,2.407183928047062
K2-239 d,K2-239,160.5941265,4.4413751,31.0849,-29.230881332064175,10.297186513671294,2.407183928047062
K2-24 b,K2-24,242.5734559,-24.9906029,170.562,-71.20746839187649,-137.21750355739064,-72.05726199833988
K2-24 c,K2-24,242.5734559,-24.9906029,170.562,-71.20746839187649,-137.21750355739064,-72.05726199833988
K2-240 b,K2-240,227.849371,-17.8754464,72.9105,-46.56693072516874,-51.445184191048696,-22.37978991493012
K2-240 c,K2-240,227.849371,-17.8754464,72.9105,-46.56693072516874,-51.445184191048696,-22.37978991493012
K2-241 b,K2-241,181.2386829,-6.8052985,149.464,-148.37627830714652,-3.2082607022904597,-17.71085528669764
K2-242 b,K2-242,179.8358421,-6.5178542,109.237,-108.53050465687674,0.31095114913414684,-12.399799889776707
K2-243 b,K2-243,181.1211419,-4.8991358,266.864,-265.83813318574875,-5.202482929664091,-22.79069133840927
K2-243 c,K2-243,181.1211419,-4.8991358,266.864,-265.83813318574875,-5.202482929664091,-22.79069133840927
K2-244 b,K2-244,183.4686492,-3.8318097,212.902,-212.03690866161182,-12.852281539776708,-14.227783680166208
K2-245 b,K2-245,185.181563,-1.5909138,456.064,-454.0252192469929,-41.1722269698704,-12.66175777929602
K2-246 b,K2-246,181.6296115,-1.1606,703.616,-703.187133700927,-20.00550386400486,-14.25167599344024
K2-247 b,K2-247,188.8935189,-10.0692793,258.113,-251.08190116622558,-39.28927898422644,-45.128175596331886
K2-247 c,K2-247,188.8935189,-10.0692793,258.113,-251.08190116622558,-39.28927898422644,-45.128175596331886
K2-248 b,K2-248,182.8173343,-9.4141696,406.254,-400.29804474963635,-19.699238490030133,-66.45094347359637
K2-249 b,K2-249,183.3667344,-8.9952309,521.716,-514.4102424213323,-30.261892178106695,-81.57147191161091
K2-25 b,K2-25,63.2739346,15.2477027,44.9565,19.50635919313594,38.74016293851761,11.823223704872854
K2-250 b,K2-250,185.0315429,-8.9757427,414.708,-408.05120443297756,-35.92622832585444,-64.70120511300367
K2-251 b,K2-251,190.6892403,-8.5359826,147.03,-142.87827015689928,-26.969341018151102,-21.823736206680422
K2-252 b,K2-252,182.3663818,-8.3096141,228.839,-226.24344715774885,-9.34943204624271,-33.072324677766346
K2-253 b,K2-253,186.0853062,-6.3789537,876.565,-866.2292884175857,-92.34852554803193,-97.38977842498427
K2-254 b,K2-254,185.5507926,-4.7172908,227.775,-225.93898273187278,-21.957618434717315,-18.732050068314663
K2-254 c,K2-254,185.5507926,-4.7172908,227.775,-225.93898273187278,-21.957618434717315,-18.732050068314663
K2-255 b,K2-255,189.9128532,-3.3705631,191.608,-188.42093117786808,-32.928274562239544,-11.265304808075934
K2-257 b,K2-257,188.278284,-1.9532879,64.0065,-63.30277626726153,-9.210374326378917,-2.1816424718573177
K2-258 b,K2-258,187.6314027,-1.1609171,661.873,-655.8760722164867,-87.87845170025462,-13.409837793204712
K2-259 b,K2-259,186.8026947,1.5668631,416.457,-413.3704984496235,-49.31116561906798,11.387396796399731
K2-26 b,K2-26,94.2064312,24.5958335,99.0504,-6.606148292506001,89.8205907537179,41.226229776084914
K2-260 b,K2-260,76.8673317,16.8676948,663.834,144.3384683674201,618.6595043374078,192.6198426910896
K2-261 b,K2-261,163.0323119,0.493167,213.283,-203.99112472470998,62.240573657358546,1.835786847849378
K2-263 b,K2-263,129.6821253,15.6806039,162.481,-99.88744623237949,120.39141243435077,43.914476636247734
K2-264 b,K2-264,131.3583524,19.698401,185.605,-115.46456612972119,131.16091297803658,62.561688757922425
K2-264 c,K2-264,131.3583524,19.698401,185.605,-115.46456612972119,131.16091297803658,62.561688757922425
K2-265 b,K2-265,342.0316493,-14.4947789,138.671,127.70904914370435,-41.4172073626641,-34.70821145044772
K2-266 b,K2-266,157.9356855,0.9372782,77.5586,-71.86880609454487,29.130766606592744,1.2686927984867216
K2-266 c,K2-266,157.9356855,0.9372782,77.5586,-71.86880609454487,29.130766606592744,1.2686927984867216
K2-266 d,K2-266,157.9356855,0.9372782,77.5586,-71.86880609454487,29.130766606592744,1.2686927984867216
K2-266 e,K2-266,157.9356855,0.9372782,77.5586,-71.86880609454487,29.130766606592744,1.2686927984867216
K2-268 b,K2-268,133.7094899,11.8482712,327.783,-221.67314518390026,231.89078851643856,67.30062402758132
K2-268 c,K2-268,133.7094899,11.8482712,327.783,-221.67314518390026,231.89078851643856,67.30062402758132
K2-268 d,K2-268,133.7094899,11.8482712,327.783,-221.67314518390026,231.89078851643856,67.30062402758132
K2-268 e,K2-268,133.7094899,11.8482712,327.783,-221.67314518390026,231.89078851643856,67.30062402758132
K2-268 f,K2-268,133.7094899,11.8482712,327.783,-221.67314518390026,231.89078851643856,67.30062402758132
K2-269 b,K2-269,130.1551381,13.0146799,360.76,-226.66354322042042,268.6464692022714,81.24340194697413
K2-27 b,K2-27,171.5151874,1.2306237,249.645,-246.85568651807645,36.82593660780937,5.361571751528399
K2-270 b,K2-270,131.2665588,13.5497322,280.518,-179.86965792802673,204.98250097145993,65.72236131135335
K2-270 c,K2-270,131.2665588,13.5497322,280.518,-179.86965792802673,204.98250097145993,65.72236131135335
K2-271 b,K2-271,125.2239144,16.0907958,564.454,-312.80769504151755,443.04047516278825,156.44424376225462
K2-272 b,K2-272,132.6211743,17.5423852,423.065,-273.15474146022626,296.83330653787294,127.51654626984724
K2-273 b,K2-273,129.7768928,19.0100046,308.105,-186.3746296278197,223.8773107220549,100.36004284551458
K2-274 b,K2-274,129.2823699,20.3992512,228.327,-135.49749840926688,165.64956100189383,79.58561298193649
K2-275 b,K2-275,132.1698795,20.4550162,123.438,-77.64268950246375,85.71847005398661,43.13810962974395
K2-275 c,K2-275,132.1698795,20.4550162,123.438,-77.64268950246375,85.71847005398661,43.13810962974395
K2-276 b,K2-276,125.9528309,22.6339399,488.152,-264.52982962592375,364.7251263039412,187.8614558249082
K2-277 b,K2-277,202.0161895,-15.9379749,113.123,-100.84244044085312,-40.77613973688334,-31.063189840889777
K2-278 b,K2-278,203.3018653,-14.5041057,786.439,-699.2722630139104,-301.1812026916512,-196.96315910752196
K2-279 b,K2-279,204.7792935,-6.0417592,182.983,-165.21276481475812,-76.26657167861764,-19.25956062981982
K2-28 b,K2-28,335.6233145,-7.9563525,62.9969,56.82847320350367,-25.75066120297943,-8.719947854089211
K2-280 b,K2-280,291.5953596,-22.2477071,391.537,133.3771040572621,-336.95183927717557,-148.24044147946506
K2-281 b,K2-281,16.2274724,7.2692169,458.139,436.3510927434936,126.9986259991935,57.969096740211604
K2-282 b,K2-282,13.4321524,7.9952914,496.289,478.0211361820302,114.16420944071898,69.02969047458203
K2-283 b,K2-283,13.1943679,9.6929181,402.915,386.67852942014076,90.6545301810744,67.83780854454271
K2-284 b,K2-284,79.1407971,20.2549034,107.272,18.959907551576137,98.83636067878419,37.137281771946796
K2-285 b,K2-285,349.3843458,1.3001522,154.961,152.26963875872264,-28.539550298709138,3.5160634288324197
K2-285 c,K2-285,349.3843458,1.3001522,154.961,152.26963875872264,-28.539550298709138,3.5160634288324197
K2-285 d,K2-285,349.3843458,1.3001522,154.961,152.26963875872264,-28.539550298709138,3.5160634288324197
K2-285 e,K2-285,349.3843458,1.3001522,154.961,152.26963875872264,-28.539550298709138,3.5160634288324197
K2-286 b,K2-286,233.3698192,-16.7737113,76.1486,-43.50076507681346,-58.50941635887617,-21.97591675074237
K2-287 b,K2-287,233.0743401,-22.3583447,158.335,-87.97306265382572,-117.05989596560819,-60.23033478926584
K2-288 B b,K2-288 B,55.4442857,18.2684913,65.6138,35.340837210917236,51.314269946784876,20.567976942323185
K2-289 b,K2-289,246.6429443,-15.7925384,274.3,-104.64405336254903,-242.3162731563037,-74.65209882846979
K2-29 b,K2-29,62.670422,24.4016558,178.475,74.61984065515334,144.39035452972934,73.73351018620096
K2-290 b,K2-290,234.8578846,-20.1988975,272.909,-147.4272127977413,-209.44029081691735,-94.23005778526606
K2-290 c,K2-290,234.8578846,-20.1988975,272.909,-147.4272127977413,-209.44029081691735,-94.23005778526606
K2-291 b,K2-291,76.44594,21.548199,90.0562,19.630707441232413,81.42923687994279,33.07618274449016
K2-292 b,K2-292,205.3758786,-9.9460704,114.293,-101.71352845458175,-48.244668727546795,-19.740818566823943
K2-293 b,K2-293,351.6064952,-6.0279068,392.251,385.9039768964123,-56.94064117742647,-41.19139471827584
K2-294 b,K2-294,352.0516724,-7.6037856,373.078,366.2448728070585,-51.135579519680775,-49.366382627532055
