solution_id,ra,dec,parallax,phot_g_mean_mag,teff_gspphot,distance_in_parsecs
1636148068921376768,289.81001205349304,2.002082484593243,0.17425821334699285,16.529902,4922.548,5917.813629293295
1636148068921376768,289.8230298506601,1.9991130714336578,0.19796802719518225,18.291496,4003.628,5209.624832144886
1636148068921376768,289.81628195057806,2.001406375665113,0.1576936747145076,18.997448,4000.9736,6539.6039105917835
1636148068921376768,289.8239657450993,2.0042282271573675,0.17218995697929254,18.444548,4052.7422,5988.475121308023
1636148068921376768,289.82113449426294,2.012077265870083,0.5248071846398643,18.173231,3901.1099,1964.2865024884632
1636148068921376768,289.82887687411267,2.005974438450298,0.20150749551375652,17.994675,3824.1174,5116.9022240554505
1636148068921376768,289.8274230538702,2.0063426625716576,1.548372321583448,18.995995,3766.1838,665.9124279260596
1636148068921376768,289.82381765121505,2.007134460093554,0.06384746584045159,18.229048,4017.2253,16148.653063930313
1636148068921376768,289.38606538967707,1.5362636699272225,0.3231820481670401,17.831196,4745.244,3242.906613545342
1636148068921376768,289.3799975756122,1.5329645162425,0.15761680284125684,17.18923,5216.3267,6650.112304741993
1636148068921376768,289.380650899995,1.5418825314089504,0.08414171290331843,18.128586,3996.2937,12453.310823335814
1636148068921376768,289.39383255592946,1.5478559402186625,0.12247702055371204,18.618387,4111.426,8553.649714238507
1636148068921376768,289.38610063629227,1.5494894174723044,0.2627040421350024,17.962679,4530.5986,3987.6239972381263
1636148068921376768,289.39041774839086,1.5500156703700005,0.263564958658877,17.971323,5134.761,3974.5272731691216
1636148068921376768,289.38668713377126,1.5517773466054834,0.09263261132590356,16.883894,5259.3433,11307.91022070841
1636148068921376768,289.38488893028006,1.5510237778666651,1.1212840176376488,17.964684,3880.9878,934.2045722457943
1636148068921376768,289.39374068702557,1.546680134429393,0.500601602467779,18.276691,4296.67,2092.8190450257025
1636148068921376768,289.39811849541366,1.54875800908127,0.5908080314548836,18.711382,3925.4028,1773.152881352926
1636148068921376768,289.3905319526094,1.5415329797967914,0.34767346398613125,18.272121,4433.884,3013.910460819528
1636148068921376768,289.8231626366337,2.0083912498863,0.1946211169618751,17.815853,4373.389,5297.4985834634
1636148068921376768,289.8204484155315,2.0080303972403835,0.032187733973815025,18.973242,3684.652,32031.367016459273
1636148068921376768,289.81687953048873,2.0067123643689753,0.4855888742831446,18.548967,4161.2983,2123.32565869581
1636148068921376768,289.3920091639914,1.5480276676867666,0.5762020173841141,18.711592,4232.0444,1818.1454136450188
1636148068921376768,289.3936799989128,1.5497781198369218,0.4710671111456808,18.605667,3771.7952,2223.7917390740904
1636148068921376768,289.39127010566017,1.5522385210750187,0.3795344464143278,18.023355,4356.3833,2759.8676448786387
1636148068921376768,289.3895678116984,1.541102136097314,0.24323044454290169,17.39642,4962.8228,4308.146414419188
1636148068921376768,289.82228351431894,2.0039393008098765,0.2252285547910484,16.869768,4912.8774,4578.305269466996
